run_id,material,deformation_type,true_density_gcc,compactor_config,roll_diameter_mm,roll_width_mm,sealing_system,roll_surface,scf_kN_per_cm,gap_width_mm,roll_speed_rpm,feed_screw_rpm,densification_factor,nip_angle_deg,peak_pressure_MPa,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_CV_percent,in_zinchuk_window,fines_fraction_pct,granule_d50_um,throughput_kg_hr
530,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,16.98,1.91,17.55,90.1,3.06,15.87,49.0,0.7389,1.1453,0.2611,5.91,Yes,18.78,305.8,57.51
531,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,13.95,4.13,6.42,20.0,2.4,15.16,42.2,0.6289,0.9371,0.3711,6.93,Yes,36.74,178.6,35.41
532,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,6.7,3.25,24.62,22.0,2.093,15.13,42.3,0.6813,1.0355,0.3187,7.74,Yes,28.57,257.8,105.64
533,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,19.59,1.56,23.55,11.6,3.279,10.32,87.0,0.8072,1.2511,0.1928,7.99,No,18.1,359.7,56.71
534,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,6.8,3.5,23.78,84.3,2.521,10.46,29.8,0.6034,0.9171,0.3966,4.29,Yes,24.55,178.8,117.83
535,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,8.12,2.67,1.1,112.8,2.743,18.38,20.2,0.5389,0.803,0.4611,15.0,No,33.57,122.3,2.38
536,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,6.28,2.8,7.18,27.8,2.178,10.49,57.1,0.7464,1.1345,0.2536,3.77,Yes,23.11,345.0,31.9
537,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,7.19,5.12,23.54,71.2,2.258,10.15,32.5,0.5754,0.8574,0.4246,7.29,No,35.89,154.7,129.76
538,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,9.2,4.41,2.34,51.7,2.356,16.5,25.5,0.5606,0.8353,0.4394,7.0,No,34.61,131.3,9.38
539,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,2.49,2.18,28.53,58.8,2.929,10.03,11.4,0.4752,0.708,0.5248,5.24,No,35.18,50.0,53.36
540,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,13.18,5.4,20.6,69.4,1.849,15.69,80.2,0.8073,1.2513,0.1927,6.63,No,18.48,343.5,175.71
541,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,11.58,2.25,10.78,18.6,2.898,14.99,35.4,0.6213,0.9257,0.3787,6.98,Yes,32.47,231.1,28.12
542,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,16.87,1.61,5.91,89.9,2.552,11.64,138.5,0.9441,1.4634,0.0559,2.7,No,7.3,529.7,19.21
543,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,2.1,4.69,20.24,103.8,2.314,15.62,6.2,0.4628,0.7035,0.5372,6.86,No,40.84,51.6,104.55
544,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,18.22,2.75,28.7,106.1,2.715,15.22,54.9,0.6909,1.0294,0.3091,4.3,Yes,23.96,192.6,101.91
545,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,smooth,16.08,1.57,21.81,107.1,2.571,10.6,144.8,0.8956,1.3613,0.1044,6.88,No,15.77,411.5,61.8
546,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,19.22,3.98,18.8,75.5,2.426,15.51,56.8,0.7428,1.1291,0.2572,6.17,Yes,28.44,293.2,105.76
547,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,10.05,3.97,16.06,26.0,1.989,10.47,91.7,0.8259,1.2801,0.1741,8.1,No,14.07,401.2,103.67
548,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,14.39,2.25,17.5,55.3,2.898,10.16,64.9,0.7634,1.1375,0.2366,5.24,Yes,20.38,318.6,70.1
549,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,12.59,3.22,26.97,34.2,2.586,14.93,38.7,0.6082,0.9063,0.3918,3.63,Yes,29.42,133.8,120.37
550,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,16.51,5.83,18.11,11.7,2.178,15.34,49.3,0.7518,1.1653,0.2482,4.54,Yes,13.01,321.4,184.67
551,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,5.37,1.74,14.07,117.5,2.497,11.16,45.9,0.7253,1.1242,0.2747,6.56,Yes,22.71,331.8,36.79
552,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,16.1,4.92,13.67,54.9,2.282,15.26,48.4,0.6511,0.9702,0.3489,5.97,Yes,31.93,206.7,83.73
553,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,17.74,5.71,17.91,82.1,2.191,10.57,77.0,0.8104,1.2318,0.1896,3.47,No,15.36,343.2,161.2
554,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,14.22,4.5,12.07,45.2,1.929,10.48,129.6,0.905,1.3757,0.095,4.96,No,10.5,454.3,98.78
555,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,5.98,3.11,5.43,77.0,2.118,16.07,35.5,0.6138,0.9146,0.3862,3.14,Yes,25.12,181.8,17.26
556,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,17.63,3.17,18.01,16.2,2.598,14.88,54.3,0.7404,1.1032,0.2596,4.04,Yes,23.32,238.8,79.7
557,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,15.23,2.12,18.4,35.1,2.953,15.51,45.0,0.7275,1.1277,0.2725,3.63,Yes,18.45,284.5,65.1
558,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,10.9,1.45,7.39,117.2,2.635,16.68,62.4,0.8718,1.3513,0.1282,3.12,No,8.09,447.8,15.8
559,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,17.6,5.07,8.78,34.4,1.876,10.75,156.4,0.95,1.4725,0.05,7.27,No,7.02,521.8,83.87
560,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,8.95,3.0,15.71,115.1,2.642,11.07,37.0,0.7338,1.1373,0.2662,3.76,Yes,17.88,332.7,69.55
561,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,12.95,4.09,17.46,50.4,2.407,15.63,38.0,0.7155,1.109,0.2845,3.8,Yes,19.53,328.7,100.66
562,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,3.6,3.94,19.31,62.4,2.435,10.67,15.5,0.5368,0.8321,0.4632,4.84,No,25.45,196.9,97.41
563,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,14.4,3.53,16.84,63.2,2.05,10.73,128.2,0.8683,1.3459,0.1317,6.57,No,15.14,453.7,99.42
564,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,smooth,3.38,1.64,7.45,48.5,2.54,10.75,30.0,0.6512,0.9898,0.3488,7.31,Yes,28.67,276.5,12.21
565,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,4.49,3.24,14.23,43.8,2.58,10.15,20.3,0.5237,0.7804,0.4763,7.1,No,41.56,103.2,47.44
566,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,4.11,4.52,12.07,27.7,1.928,15.06,26.1,0.5493,0.8184,0.4507,6.78,No,39.5,101.2,57.59
567,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,18.26,1.44,21.59,77.8,3.369,10.21,82.0,0.7927,1.1811,0.2073,7.76,Yes,22.13,287.2,53.13
568,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,3.22,1.6,4.91,83.5,3.247,16.24,9.1,0.4802,0.7155,0.5198,6.11,No,43.63,50.0,8.09
569,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,16.8,1.3,13.45,106.5,3.498,15.87,48.5,0.7306,1.1106,0.2694,5.0,Yes,28.42,323.0,28.25
570,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,2.57,1.97,21.94,30.0,3.026,14.94,7.9,0.4783,0.7126,0.5217,7.32,No,41.97,50.0,40.28
571,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,6.68,3.28,17.38,95.4,2.088,15.91,40.1,0.6798,1.0538,0.3202,6.21,Yes,29.98,308.0,76.98
572,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,16.62,2.39,12.36,78.9,2.276,10.99,144.4,0.9457,1.4658,0.0543,3.11,No,4.65,494.0,53.23
573,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,4.67,3.49,28.93,62.6,2.055,15.29,29.2,0.5685,0.8641,0.4315,3.08,No,32.67,131.0,112.59
574,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,14.25,2.75,18.0,110.6,2.188,10.47,130.0,0.8612,1.2832,0.1388,6.67,No,19.8,371.7,79.77
575,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,19.09,1.33,6.06,10.0,2.709,10.48,173.9,0.95,1.4725,0.05,6.99,No,8.67,589.1,14.25
576,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,10.36,2.03,8.49,71.2,2.383,11.16,88.6,0.9279,1.4382,0.0721,2.73,No,8.42,506.6,34.31
577,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,12.65,1.23,2.47,28.4,2.776,11.4,106.0,0.95,1.4725,0.05,3.91,No,4.99,526.5,5.68
578,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,10.47,1.2,12.26,51.1,2.798,15.52,64.4,0.7803,1.186,0.2197,6.83,Yes,22.21,340.9,23.16
579,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,14.87,5.4,11.9,57.4,1.849,15.59,91.1,0.8444,1.2834,0.1556,2.74,No,12.04,359.2,103.92
580,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,10.19,4.66,28.2,102.0,2.318,15.21,30.7,0.555,0.8269,0.445,7.08,No,37.32,89.7,139.48
581,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,8.1,5.5,17.42,93.2,2.214,10.89,34.1,0.6453,1.0002,0.3547,4.13,Yes,24.7,279.1,146.45
582,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,10.52,2.71,7.43,45.2,2.728,10.46,46.1,0.6551,0.9762,0.3449,7.49,Yes,28.79,214.3,25.98
583,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,14.36,5.15,5.79,85.5,2.254,16.11,40.9,0.635,0.9462,0.365,4.98,Yes,32.1,196.5,46.15
584,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,3.11,3.39,29.14,114.9,2.072,15.5,19.2,0.5027,0.7641,0.4973,5.82,No,40.11,117.4,95.43
585,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,5.83,5.71,1.87,92.7,2.191,12.67,21.1,0.5799,0.8814,0.4201,10.46,No,32.47,185.9,14.0
586,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,14.87,4.13,20.78,113.3,2.4,10.4,65.5,0.6982,1.0403,0.3018,6.61,Yes,28.07,180.1,135.64
587,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,13.06,5.05,24.58,31.6,2.267,9.93,60.3,0.6945,1.0347,0.3055,4.79,Yes,26.07,227.0,197.45
588,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,4.89,3.11,3.36,101.9,2.614,12.09,18.5,0.5825,0.8853,0.4175,9.2,No,30.17,138.3,17.12
589,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,17.77,4.54,3.61,93.7,2.336,11.67,69.8,0.7292,1.0865,0.2708,8.47,Yes,24.56,253.7,27.48
590,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,4.63,1.32,14.73,19.1,2.718,15.18,29.1,0.6351,0.9653,0.3649,6.81,Yes,28.85,227.7,23.07
591,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,17.26,1.78,25.31,83.1,2.478,15.68,105.2,0.8063,1.2498,0.1937,7.26,No,14.37,364.8,71.96
592,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,16.7,1.85,3.45,105.3,3.092,12.1,63.3,0.8109,1.2326,0.1891,9.04,No,20.8,427.7,11.11
593,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,12.52,5.16,28.12,101.6,2.253,15.46,37.1,0.6266,0.9525,0.3734,4.4,Yes,30.53,234.9,212.71
594,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,9.52,1.96,14.5,43.4,3.034,10.39,42.0,0.6986,1.0619,0.3014,4.91,Yes,19.75,292.7,40.21
595,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,12.73,1.95,26.85,13.4,3.04,10.07,57.9,0.744,1.1308,0.256,4.54,Yes,18.98,308.3,75.18
596,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,14.95,2.02,21.7,77.1,3.0,10.46,65.5,0.7776,1.1819,0.2224,3.58,Yes,19.54,360.1,78.33
597,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,8.61,1.71,8.04,110.9,3.173,16.55,23.9,0.675,1.0462,0.325,5.87,Yes,28.61,308.6,19.59
598,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,11.87,5.4,28.56,21.8,1.848,10.11,112.1,0.82,1.2464,0.18,4.37,No,12.43,378.9,244.25
599,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,11.69,2.62,5.39,91.1,2.217,16.73,66.7,0.8501,1.3176,0.1499,6.33,No,10.78,488.0,24.61
600,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,4.33,5.2,22.18,20.6,2.248,10.13,19.6,0.5369,0.816,0.4631,8.69,No,37.78,83.5,120.47
601,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,11.52,4.83,20.07,92.0,2.295,10.82,48.8,0.7317,1.1341,0.2683,4.18,Yes,17.13,366.5,140.96
602,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,18.57,3.07,5.08,81.7,2.625,16.44,51.8,0.7795,1.1848,0.2205,3.39,Yes,18.69,337.3,26.91
603,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,17.26,4.04,12.7,98.9,2.415,11.11,71.2,0.8546,1.3246,0.1454,4.22,No,11.21,435.3,102.04
604,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,4.8,4.51,29.19,15.3,2.34,14.83,14.8,0.5099,0.7597,0.4901,4.22,No,33.25,64.0,153.03
605,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,9.36,3.88,8.81,60.2,2.445,15.78,27.2,0.6147,0.9344,0.3853,6.21,Yes,29.12,234.3,41.46
606,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,11.11,3.24,10.11,104.2,2.58,15.81,32.2,0.603,0.8985,0.397,2.2,Yes,32.82,184.6,39.68
607,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,11.69,4.96,2.07,63.7,2.278,17.36,30.9,0.6873,1.0653,0.3127,5.99,Yes,21.76,350.0,17.11
608,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,6.28,3.54,4.44,20.1,2.048,15.81,37.9,0.7518,1.1652,0.2482,6.05,Yes,20.68,348.0,20.59
609,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,14.61,3.18,29.37,114.2,2.105,15.24,91.6,0.801,1.1935,0.199,5.64,No,23.39,301.7,140.13
610,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,13.89,4.03,7.2,104.2,2.417,16.59,38.4,0.7517,1.1651,0.2483,3.7,Yes,12.64,398.2,44.54
611,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,8.35,1.81,6.58,59.5,3.118,15.72,24.3,0.5938,0.8847,0.4062,2.74,No,29.6,161.8,17.73
612,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,2.56,1.51,15.09,49.4,3.316,15.67,7.5,0.5163,0.8002,0.4837,6.14,No,37.2,164.2,26.34
613,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,15.87,1.57,13.12,50.0,3.27,10.23,71.1,0.785,1.1696,0.215,3.55,Yes,22.93,349.7,27.82
614,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,2.25,3.52,28.0,65.4,2.517,10.56,9.8,0.4656,0.7217,0.5344,5.54,No,31.94,107.9,111.5
615,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,9.63,5.51,15.19,89.6,2.213,15.95,27.7,0.6288,0.9747,0.3712,3.75,Yes,24.02,278.1,122.88
616,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,15.32,2.86,23.48,22.2,2.166,15.39,95.1,0.8125,1.2594,0.1875,6.62,No,10.9,435.4,107.83
617,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,14.84,1.01,11.28,108.7,3.839,16.01,42.5,0.7349,1.117,0.2651,2.54,Yes,16.08,286.9,17.4
618,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,15.17,2.95,3.91,37.4,2.147,11.01,131.6,0.95,1.444,0.05,3.81,No,5.04,514.6,23.75
619,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,10.16,2.14,4.18,16.7,2.945,15.26,30.5,0.5951,0.8867,0.4049,3.47,No,29.65,176.3,12.89
620,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,12.01,3.61,4.17,88.8,2.498,16.71,32.9,0.6455,0.9812,0.3545,3.77,Yes,21.33,272.7,23.66
621,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,5.92,5.62,16.12,27.5,1.832,9.99,56.6,0.6894,1.0272,0.3106,7.94,Yes,31.61,223.1,118.44
622,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,5.23,2.18,23.27,112.1,2.927,10.34,23.2,0.5417,0.8071,0.4583,6.86,No,37.77,80.8,52.33
623,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,10.71,1.72,18.14,18.1,3.168,14.89,33.0,0.6207,0.9248,0.3793,3.85,Yes,28.93,174.2,39.21
624,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,15.21,3.41,24.1,119.8,2.542,15.36,45.4,0.6415,0.9558,0.3585,6.63,Yes,30.98,173.6,120.43
625,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,2.02,3.31,8.23,74.4,2.084,16.22,11.9,0.5467,0.8473,0.4533,5.23,No,29.39,173.0,29.44
626,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,4.31,5.7,1.43,63.8,1.826,17.3,23.8,0.5661,0.8435,0.4339,8.93,No,30.3,130.2,11.77
627,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,2.4,3.0,5.83,60.8,2.138,15.82,14.5,0.4846,0.7221,0.5154,5.63,No,42.18,63.5,17.09
628,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,15.88,5.39,21.22,35.8,2.226,15.23,47.8,0.7216,1.0968,0.2784,3.53,Yes,19.2,318.1,158.46
629,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,18.49,3.88,20.75,14.1,2.001,14.85,118.9,0.8487,1.2646,0.1513,7.25,No,17.66,347.2,129.59
630,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,18.15,2.99,24.27,71.7,2.645,10.64,78.2,0.7788,1.2072,0.2212,7.05,Yes,19.15,383.7,112.66
631,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,2.78,1.45,27.25,50.5,3.366,10.51,12.1,0.4835,0.7495,0.5165,6.59,No,36.47,117.1,42.54
632,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,8.26,5.83,6.32,43.1,1.817,11.03,71.5,0.876,1.3578,0.124,4.07,No,7.52,478.0,64.64
633,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,18.63,1.16,5.86,22.8,3.638,15.49,55.1,0.7882,1.1981,0.2118,2.51,Yes,13.18,370.4,11.34
634,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,4.17,1.69,26.24,39.7,3.188,10.21,18.7,0.5199,0.7903,0.4801,7.47,No,34.58,119.3,56.74
635,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,4.65,2.6,8.95,106.0,2.765,15.92,13.4,0.474,0.7063,0.526,5.72,No,41.49,60.0,22.06
636,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,7.45,1.35,19.43,81.6,3.447,15.78,21.6,0.6216,0.9635,0.3784,2.45,Yes,26.03,246.4,30.27
637,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,13.96,1.5,16.6,20.3,3.322,10.17,62.9,0.8113,1.2332,0.1887,3.78,No,17.55,388.3,45.15
638,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,14.33,2.76,3.09,65.7,2.712,11.46,57.3,0.7286,1.0857,0.2714,4.69,Yes,20.43,284.8,14.09
639,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,19.04,1.76,19.41,48.0,3.145,10.08,86.6,0.7867,1.1722,0.2133,6.88,Yes,23.13,305.3,62.66
640,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,12.31,4.72,4.95,101.4,1.907,16.67,70.5,0.8071,1.2268,0.1929,7.32,No,18.73,385.7,36.65
641,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,14.33,3.36,11.4,17.5,2.075,15.21,89.9,0.8554,1.3002,0.1446,6.68,No,15.14,423.9,66.69
642,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,8.52,1.51,27.59,90.9,2.604,10.68,76.2,0.7598,1.1776,0.2402,5.04,Yes,14.05,344.5,64.18
643,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,16.95,4.35,11.56,71.8,1.945,10.73,150.9,0.9459,1.4377,0.0541,4.27,No,8.17,487.2,93.2
644,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,11.49,4.6,3.9,14.7,1.92,10.48,104.7,0.8869,1.3481,0.1131,4.38,No,9.65,434.2,31.03
645,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,18.44,3.94,21.88,68.2,1.993,15.41,114.3,0.8543,1.2986,0.1457,7.52,No,15.59,384.0,144.09
646,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,3.09,5.39,18.08,11.8,2.225,15.1,9.4,0.5062,0.7694,0.4938,4.27,No,30.37,111.5,113.87
647,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,7.63,5.05,6.37,109.8,1.877,16.5,44.2,0.7192,1.0933,0.2808,6.08,Yes,27.31,260.7,47.27
648,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,2.28,3.91,22.37,73.7,2.44,15.43,6.8,0.4673,0.7102,0.5327,4.61,No,35.76,81.5,93.13
649,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,18.81,4.48,21.3,107.0,2.345,10.86,79.4,0.8143,1.2621,0.1857,4.46,No,12.24,359.5,182.67
650,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,6.34,1.81,28.65,10.1,2.464,14.8,40.9,0.6255,0.932,0.3745,4.44,Yes,30.01,142.6,60.89
651,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,4.74,2.92,12.97,99.3,2.664,15.6,13.9,0.4952,0.7379,0.5048,5.96,No,38.68,50.0,37.24
652,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,10.89,1.77,7.23,78.0,3.139,11.1,45.0,0.7125,1.083,0.2875,6.38,Yes,25.01,337.5,21.5
653,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,7.02,4.95,6.08,64.5,1.886,15.83,42.4,0.642,0.9566,0.358,2.15,Yes,23.48,252.1,39.78
654,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,13.58,5.88,8.92,15.3,2.174,15.24,40.8,0.6871,1.0444,0.3129,5.81,Yes,26.86,304.3,69.16
655,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,12.14,1.35,25.35,90.8,3.451,10.71,51.9,0.7217,1.1187,0.2783,4.22,Yes,19.46,318.1,47.26
656,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,14.09,1.99,2.69,104.1,2.399,12.13,110.9,0.8377,1.2482,0.1623,10.98,No,21.66,358.7,4.99
657,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,18.47,4.97,14.66,111.5,2.277,15.85,53.4,0.7239,1.1003,0.2761,5.33,Yes,25.77,275.6,103.59
658,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,19.91,1.09,7.39,14.4,3.729,10.27,88.9,0.938,1.4258,0.062,4.64,No,8.22,448.8,16.37
659,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,11.98,3.62,11.84,70.2,2.496,10.45,52.5,0.6778,1.0099,0.3222,6.31,Yes,29.13,206.1,68.23
660,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,17.8,4.27,9.8,99.3,2.378,16.05,50.8,0.7728,1.1747,0.2272,1.94,Yes,15.7,347.2,61.93
661,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,8.88,3.64,7.4,62.9,2.493,11.17,36.4,0.7265,1.126,0.2735,3.13,Yes,19.88,377.8,47.41
662,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,9.24,4.53,26.55,61.5,1.926,10.31,85.5,0.8003,1.2164,0.1997,4.19,No,12.9,283.7,186.38
